Analógico 2	Analógico 1	Analógico 2
10,77	0,74	10,77
10,81	0,75	10,81
10,86	0,76	10,86
10,92	0,77	10,92
10,96	0,78	10,96
11,01	0,79	11,01
11,06	0,80	11,06
11,10	0,81	11,10
11,15	0,82	11,15
11,19	0,83	11,19
11,24	0,85	11,24
11,28	0,86	11,28
11,31	0,87	11,31
11,36	0,88	11,36
11,40	0,90	11,40
11,43	0,91	11,43
11,49	0,93	11,49
11,52	0,94	11,52
11,57	0,96	11,57
11,61	0,97	11,61
11,64	0,98	11,64
11,69	1,00	11,69
11,72	1,01	11,72
11,75	1,03	11,75
11,79	1,04	11,79
11,82	1,05	11,82
11,87	1,07	11,87
11,90	1,08	11,90
11,94	1,10	11,94
11,99	1,11	11,99
12,02	1,13	12,02
12,05	1,14	12,05
12,08	1,16	12,08
12,11	1,18	12,11
12,14	1,19	12,14
12,18	1,21	12,18
12,21	1,22	12,21
12,24	1,24	12,24
12,27	1,25	12,27
12,30	1,27	12,30
12,33	1,28	12,33
12,36	1,30	12,36
12,39	1,31	12,39
12,42	1,33	12,42
12,45	1,34	12,45
12,48	1,36	12,48
12,50	1,37	12,50
12,54	1,39	12,54
12,56	1,40	12,56
12,59	1,42	12,59
12,62	1,43	12,62
12,63	1,44	12,63
12,68	1,46	12,68
12,69	1,48	12,69
12,72	1,49	12,72
12,74	1,50	12,74
12,78	1,52	12,78
12,80	1,54	12,80
12,83	1,55	12,83
12,85	1,57	12,85
12,88	1,58	12,88
12,91	1,60	12,91
12,92	1,61	12,92
12,94	1,63	12,94
12,97	1,64	12,97
13,00	1,66	13,00
13,01	1,67	13,01
13,04	1,69	13,04
13,06	1,70	13,06
13,07	1,72	13,07
13,12	1,73	13,12
13,15	1,75	13,15
13,16	1,77	13,16
13,18	1,78	13,18
13,21	1,80	13,21
13,22	1,81	13,22
13,24	1,82	13,24
13,27	1,84	13,27
13,28	1,85	13,28
13,30	1,86	13,30
13,33	1,88	13,33
13,34	1,89	13,34
13,36	1,90	13,36
13,37	1,91	13,37
13,39	1,93	13,39
13,42	1,94	13,42
13,43	1,95	13,43
13,45	1,96	13,45
13,46	1,97	13,46
13,48	1,98	13,48
13,49	1,99	13,49
13,52	2,00	13,52
13,54	2,01	13,54
13,55	2,02	13,55
13,57	2,04	13,57
13,60	2,04	13,60
13,61	2,06	13,61
13,63	2,07	13,63
13,64	2,08	13,64
13,67	2,08	13,67
13,69	2,10	13,69
13,70	2,10	13,70
13,72	2,10	13,72
13,73	2,11	13,73
13,75	2,11	13,75
13,76	2,12	13,76
13,78	2,12	13,78
13,79	2,12	13,79
13,81	2,12	13,81
13,82	2,12	13,82
13,84	2,13	13,84
13,87	2,13	13,87
13,88	2,13	13,88
13,90	2,13	13,90
13,91	2,12	13,91
13,93	2,12	13,93
13,94	2,12	13,94
13,96	2,12	13,96
13,97	2,11	13,97
13,99	2,11	13,99
14,00	2,10	14,00
14,02	2,10	14,02
14,03	2,09	14,03
14,05	2,08	14,05
14,06	2,08	14,06
14,08	2,08	14,08
14,09	2,07	14,09
14,11	2,06	14,11
14,12	2,05	14,12
14,14	2,04	14,14
14,15	2,02	14,15
14,17	2,02	14,17
14,18	2,01	14,18
14,20	2,00	14,20
14,21	1,99	14,21
14,23	1,97	14,23
14,24	1,97	14,24
14,26	1,96	14,26
14,27	1,95	14,27
14,29	1,94	14,29
14,30	1,93	14,30
14,32	1,91	14,32
14,33	1,90	14,33
14,35	1,89	14,35
14,36	1,89	14,36
14,38	1,89	14,38
14,39	1,90	14,39
14,41	1,90	14,41
14,42	1,90	14,42
14,44	1,89	14,44
14,45	1,88	14,45
14,47	1,87	14,47
14,48	1,86	14,48
14,50	1,85	14,50
14,51	1,84	14,51
14,53	1,84	14,53
14,54	1,83	14,54
14,56	1,82	14,56
14,57	1,82	14,57
14,59	1,82	14,59
14,60	1,81	14,60
14,62	1,81	14,62
14,63	1,80	14,63
14,65	1,80	14,65
14,67	1,80	14,67
14,68	1,80	14,68
14,70	1,80	14,70
14,71	1,80	14,71
14,73	1,79	14,73
14,74	1,79	14,74
14,76	1,79	14,76
14,77	1,79	14,77
14,79	1,79	14,79
14,80	1,79	14,80
14,82	1,79	14,82
14,83	1,78	14,83
14,85	1,78	14,85
14,86	1,77	14,86
14,88	1,76	14,88
14,89	1,72	14,89
14,91	1,69	14,91
