Analógico 2	Analógico 1	Analógico 2
2,38	0,23	2,38
2,39	0,23	2,39
2,41	0,23	2,41
2,42	0,23	2,42
2,44	0,24	2,44
2,45	0,23	2,45
2,47	0,24	2,47
2,48	0,24	2,48
2,50	0,24	2,50
2,51	0,24	2,51
2,53	0,24	2,53
2,54	0,24	2,54
2,56	0,24	2,56
2,57	0,24	2,57
2,59	0,24	2,59
2,60	0,24	2,60
2,62	0,24	2,62
2,63	0,24	2,63
2,65	0,24	2,65
2,66	0,24	2,66
2,68	0,24	2,68
2,69	0,24	2,69
2,71	0,24	2,71
2,72	0,24	2,72
2,74	0,24	2,74
2,75	0,24	2,75
2,77	0,24	2,77
2,78	0,24	2,78
2,80	0,24	2,80
2,81	0,24	2,81
2,83	0,24	2,83
2,84	0,25	2,84
2,86	0,25	2,86
2,87	0,25	2,87
2,89	0,25	2,89
2,90	0,24	2,90
2,92	0,25	2,92
2,93	0,25	2,93
2,95	0,25	2,95
2,96	0,25	2,96
2,98	0,25	2,98
2,99	0,25	2,99
3,01	0,25	3,01
3,02	0,25	3,02
3,04	0,25	3,04
3,05	0,25	3,05
3,07	0,25	3,07
3,08	0,25	3,08
3,10	0,26	3,10
3,11	0,25	3,11
3,13	0,25	3,13
3,14	0,26	3,14
3,16	0,26	3,16
3,17	0,26	3,17
3,19	0,26	3,19
3,20	0,26	3,20
3,22	0,26	3,22
3,23	0,26	3,23
3,25	0,26	3,25
3,26	0,26	3,26
3,28	0,26	3,28
3,29	0,26	3,29
3,31	0,26	3,31
3,32	0,27	3,32
3,34	0,26	3,34
3,35	0,27	3,35
3,37	0,27	3,37
3,38	0,27	3,38
3,40	0,27	3,40
3,41	0,27	3,41
3,43	0,27	3,43
3,44	0,27	3,44
3,46	0,27	3,46
3,47	0,27	3,47
3,49	0,27	3,49
3,50	0,27	3,50
3,52	0,28	3,52
3,53	0,28	3,53
3,55	0,28	3,55
3,56	0,28	3,56
3,58	0,28	3,58
3,59	0,28	3,59
3,61	0,28	3,61
3,62	0,28	3,62
3,64	0,28	3,64
3,65	0,28	3,65
3,67	0,28	3,67
3,69	0,28	3,69
3,70	0,29	3,70
3,72	0,28	3,72
3,73	0,28	3,73
3,75	0,28	3,75
3,76	0,29	3,76
3,78	0,29	3,78
3,79	0,29	3,79
3,81	0,29	3,81
3,82	0,29	3,82
3,84	0,29	3,84
3,85	0,29	3,85
3,87	0,29	3,87
3,88	0,29	3,88
3,90	0,29	3,90
3,91	0,30	3,91
3,93	0,30	3,93
3,94	0,30	3,94
3,96	0,30	3,96
3,97	0,30	3,97
3,99	0,30	3,99
4,00	0,30	4,00
4,02	0,30	4,02
4,05	0,31	4,05
4,06	0,31	4,06
4,08	0,31	4,08
4,09	0,31	4,09
4,11	0,31	4,11
4,12	0,31	4,12
4,14	0,31	4,14
4,15	0,32	4,15
4,17	0,32	4,17
4,18	0,32	4,18
4,20	0,32	4,20
4,21	0,32	4,21
4,23	0,32	4,23
4,24	0,32	4,24
4,26	0,32	4,26
4,27	0,33	4,27
4,29	0,32	4,29
4,30	0,33	4,30
4,32	0,33	4,32
4,33	0,33	4,33
4,35	0,33	4,35
4,36	0,33	4,36
4,38	0,33	4,38
4,39	0,33	4,39
4,41	0,33	4,41
4,42	0,34	4,42
4,45	0,34	4,45
4,47	0,34	4,47
4,48	0,34	4,48
4,50	0,34	4,50
4,51	0,35	4,51
4,53	0,35	4,53
4,54	0,35	4,54
4,56	0,35	4,56
4,57	0,35	4,57
4,59	0,35	4,59
4,60	0,35	4,60
4,62	0,36	4,62
4,63	0,36	4,63
4,65	0,36	4,65
4,66	0,36	4,66
4,68	0,37	4,68
4,69	0,36	4,69
4,71	0,37	4,71
4,72	0,37	4,72
4,74	0,37	4,74
4,75	0,37	4,75
4,77	0,38	4,77
4,78	0,38	4,78
4,80	0,38	4,80
4,81	0,38	4,81
4,83	0,38	4,83
4,84	0,38	4,84
4,86	0,39	4,86
4,87	0,39	4,87
4,90	0,39	4,90
4,92	0,39	4,92
4,93	0,40	4,93
4,95	0,40	4,95
4,96	0,40	4,96
4,98	0,40	4,98
4,99	0,40	4,99
5,01	0,41	5,01
5,02	0,41	5,02
5,04	0,42	5,04
5,07	0,42	5,07
5,08	0,43	5,08
5,10	0,43	5,10
5,11	0,43	5,11
5,13	0,44	5,13
5,14	0,44	5,14
5,16	0,45	5,16
5,17	0,45	5,17
5,19	0,46	5,19
5,20	0,46	5,20
5,22	0,46	5,22
5,23	0,47	5,23
5,25	0,47	5,25
5,26	0,48	5,26
5,28	0,48	5,28
5,29	0,49	5,29
5,31	0,49	5,31
5,32	0,50	5,32
5,35	0,51	5,35
5,37	0,51	5,37
5,38	0,52	5,38
5,40	0,53	5,40
5,41	0,53	5,41
5,43	0,54	5,43
5,46	0,55	5,46
5,47	0,55	5,47
5,49	0,56	5,49
5,51	0,56	5,51
5,52	0,57	5,52
5,54	0,57	5,54
5,55	0,58	5,55
5,57	0,58	5,57
5,58	0,59	5,58
5,61	0,60	5,61
5,63	0,60	5,63
5,64	0,60	5,64
5,66	0,61	5,66
5,69	0,62	5,69
5,70	0,62	5,70
5,73	0,63	5,73
5,75	0,63	5,75
5,76	0,63	5,76
5,78	0,64	5,78
5,81	0,64	5,81
5,84	0,65	5,84
5,85	0,65	5,85
5,87	0,66	5,87
5,90	0,66	5,90
5,91	0,66	5,91
5,93	0,67	5,93
5,94	0,67	5,94
5,97	0,67	5,97
5,99	0,67	5,99
6,00	0,67	6,00
6,03	0,67	6,03
6,05	0,68	6,05
6,06	0,68	6,06
6,08	0,68	6,08
6,11	0,68	6,11
6,12	0,68	6,12
6,14	0,68	6,14
6,15	0,69	6,15
6,17	0,69	6,17
6,18	0,69	6,18
6,20	0,69	6,20
6,21	0,69	6,21
6,23	0,69	6,23
6,24	0,69	6,24
6,26	0,69	6,26
6,27	0,69	6,27
6,30	0,69	6,30
6,33	0,69	6,33
6,35	0,69	6,35
6,38	0,69	6,38
6,39	0,69	6,39
6,41	0,69	6,41
6,42	0,69	6,42
6,44	0,69	6,44
6,45	0,69	6,45
6,47	0,69	6,47
6,50	0,69	6,50
6,53	0,69	6,53
6,54	0,69	6,54
6,56	0,69	6,56
6,57	0,69	6,57
6,59	0,69	6,59
6,60	0,69	6,60
6,62	0,69	6,62
6,65	0,69	6,65
6,66	0,69	6,66
6,68	0,69	6,68
6,69	0,69	6,69
6,71	0,69	6,71
6,74	0,69	6,74
6,77	0,69	6,77
6,78	0,69	6,78
6,80	0,69	6,80
6,81	0,69	6,81
6,83	0,69	6,83
6,84	0,69	6,84
6,87	0,69	6,87
6,89	0,69	6,89
6,90	0,69	6,90
6,92	0,69	6,92
6,93	0,69	6,93
6,95	0,69	6,95
6,98	0,69	6,98
6,99	0,69	6,99
7,01	0,70	7,01
7,02	0,70	7,02
7,04	0,70	7,04
7,07	0,70	7,07
7,08	0,70	7,08
7,10	0,70	7,10
7,11	0,70	7,11
7,14	0,70	7,14
7,16	0,70	7,16
7,17	0,70	7,17
7,19	0,70	7,19
7,20	0,71	7,20
7,23	0,71	7,23
7,25	0,71	7,25
7,26	0,71	7,26
7,28	0,71	7,28
7,31	0,71	7,31
7,32	0,71	7,32
7,34	0,71	7,34
7,36	0,71	7,36
7,37	0,71	7,37
7,40	0,72	7,40
7,42	0,72	7,42
7,43	0,71	7,43
7,46	0,72	7,46
7,48	0,72	7,48
7,51	0,72	7,51
7,52	0,72	7,52
7,54	0,72	7,54
7,55	0,72	7,55
7,57	0,72	7,57
7,60	0,73	7,60
7,61	0,73	7,61
7,64	0,73	7,64
7,66	0,73	7,66
7,67	0,73	7,67
7,69	0,73	7,69
7,72	0,74	7,72
7,73	0,74	7,73
7,75	0,74	7,75
7,76	0,74	7,76
7,79	0,74	7,79
7,81	0,75	7,81
7,82	0,75	7,82
7,85	0,75	7,85
7,87	0,75	7,87
7,90	0,75	7,90
7,91	0,75	7,91
7,94	0,76	7,94
7,96	0,76	7,96
7,97	0,76	7,97
8,00	0,76	8,00
8,03	0,77	8,03
8,06	0,77	8,06
8,08	0,76	8,08
8,09	0,77	8,09
8,11	0,77	8,11
8,14	0,77	8,14
8,15	0,78	8,15
8,18	0,78	8,18
8,20	0,78	8,20
8,23	0,78	8,23
8,26	0,78	8,26
8,27	0,78	8,27
8,29	0,79	8,29
8,32	0,79	8,32
8,33	0,79	8,33
8,36	0,79	8,36
8,38	0,80	8,38
8,39	0,80	8,39
8,42	0,80	8,42
8,44	0,80	8,44
8,45	0,80	8,45
8,48	0,81	8,48
8,50	0,81	8,50
8,53	0,81	8,53
8,54	0,81	8,54
8,57	0,82	8,57
8,59	0,82	8,59
8,60	0,82	8,60
8,63	0,82	8,63
8,66	0,83	8,66
8,68	0,83	8,68
8,69	0,84	8,69
8,72	0,84	8,72
8,75	0,84	8,75
8,77	0,84	8,77
8,80	0,85	8,80
8,81	0,85	8,81
8,83	0,85	8,83
8,86	0,86	8,86
8,87	0,86	8,87
8,90	0,86	8,90
8,93	0,87	8,93
8,96	0,87	8,96
8,98	0,87	8,98
9,01	0,88	9,01
9,02	0,88	9,02
9,04	0,89	9,04
9,07	0,89	9,07
9,10	0,89	9,10
9,13	0,90	9,13
9,14	0,90	9,14
9,16	0,90	9,16
9,19	0,91	9,19
9,22	0,92	9,22
9,24	0,92	9,24
9,27	0,93	9,27
9,28	0,93	9,28
9,31	0,93	9,31
9,34	0,94	9,34
9,36	0,95	9,36
9,39	0,95	9,39
9,40	0,96	9,40
9,43	0,96	9,43
9,46	0,97	9,46
9,49	0,97	9,49
9,51	0,98	9,51
9,54	0,99	9,54
9,55	1,00	9,55
9,58	1,01	9,58
9,60	1,02	9,60
9,63	1,03	9,63
9,66	1,04	9,66
9,67	1,05	9,67
9,70	1,06	9,70
9,73	1,07	9,73
9,75	1,08	9,75
9,78	1,10	9,78
9,81	1,11	9,81
9,84	1,12	9,84
9,85	1,14	9,85
9,88	1,15	9,88
9,91	1,17	9,91
9,93	1,18	9,93
9,96	1,20	9,96
9,99	1,22	9,99
10,02	1,24	10,02
10,03	1,26	10,03
10,06	1,27	10,06
10,09	1,29	10,09
10,12	1,31	10,12
10,14	1,33	10,14
10,17	1,35	10,17
10,20	1,37	10,20
10,23	1,39	10,23
10,24	1,40	10,24
10,27	1,42	10,27
10,30	1,44	10,30
10,32	1,46	10,32
10,36	1,48	10,36
10,38	1,50	10,38
10,41	1,52	10,41
10,44	1,53	10,44
10,45	1,54	10,45
10,48	1,56	10,48
10,51	1,57	10,51
10,54	1,58	10,54
10,57	1,59	10,57
10,60	1,60	10,60
10,63	1,61	10,63
10,65	1,62	10,65
10,68	1,63	10,68
10,71	1,63	10,71
10,74	1,63	10,74
10,77	1,63	10,77
10,80	1,63	10,80
10,83	1,63	10,83
10,84	1,63	10,84
10,87	1,64	10,87
10,90	1,64	10,90
10,93	1,63	10,93
10,96	1,63	10,96
10,98	1,63	10,98
11,03	1,63	11,03
11,06	1,62	11,06
11,07	1,62	11,07
11,12	1,62	11,12
11,15	1,61	11,15
11,16	1,61	11,16
11,19	1,60	11,19
11,22	1,60	11,22
11,25	1,60	11,25
11,28	1,59	11,28
11,31	1,59	11,31
11,33	1,59	11,33
11,37	1,59	11,37
11,40	1,58	11,40
11,43	1,58	11,43
11,46	1,58	11,46
11,49	1,57	11,49
11,52	1,57	11,52
11,55	1,57	11,55
11,58	1,57	11,58
11,61	1,57	11,61
11,64	1,56	11,64
11,67	1,57	11,67
11,70	1,57	11,70
11,73	1,56	11,73
11,76	1,56	11,76
11,79	1,56	11,79
11,82	1,56	11,82
11,85	1,57	11,85
11,88	1,56	11,88
11,91	1,57	11,91
11,94	1,57	11,94
11,97	1,57	11,97
12,00	1,57	12,00
12,03	1,57	12,03
12,08	1,57	12,08
12,11	1,58	12,11
12,14	1,58	12,14
12,17	1,58	12,17
12,20	1,58	12,20
12,23	1,58	12,23
12,26	1,58	12,26
12,29	1,59	12,29
12,33	1,59	12,33
12,36	1,59	12,36
12,39	1,60	12,39
12,42	1,60	12,42
12,45	1,60	12,45
12,50	1,60	12,50
12,53	1,61	12,53
12,56	1,61	12,56
12,59	1,61	12,59
12,62	1,62	12,62
12,65	1,62	12,65
12,69	1,63	12,69
12,71	1,63	12,71
12,75	1,63	12,75
12,78	1,64	12,78
12,81	1,64	12,81
12,86	1,65	12,86
12,89	1,65	12,89
12,92	1,66	12,92
12,95	1,67	12,95
13,00	1,67	13,00
13,03	1,68	13,03
13,06	1,68	13,06
13,09	1,69	13,09
13,12	1,70	13,12
13,16	1,70	13,16
13,19	1,71	13,19
13,24	1,72	13,24
13,25	1,72	13,25
13,30	1,73	13,30
13,34	1,74	13,34
13,37	1,74	13,37
13,39	1,75	13,39
13,45	1,76	13,45
13,48	1,77	13,48
13,51	1,78	13,51
13,54	1,79	13,54
13,57	1,80	13,57
13,61	1,81	13,61
13,66	1,82	13,66
13,69	1,83	13,69
13,72	1,83	13,72
13,75	1,84	13,75
13,79	1,85	13,79
13,82	1,86	13,82
13,87	1,87	13,87
13,90	1,89	13,90
13,94	1,90	13,94
13,97	1,91	13,97
14,02	1,92	14,02
14,05	1,94	14,05
14,09	1,95	14,09
14,12	1,97	14,12
14,17	1,99	14,17
14,20	2,00	14,20
14,23	2,02	14,23
14,27	2,04	14,27
14,32	2,06	14,32
14,35	2,08	14,35
14,38	2,11	14,38
14,42	2,13	14,42
14,47	2,16	14,47
14,50	2,19	14,50
14,54	2,23	14,54
14,57	2,26	14,57
14,62	2,30	14,62
14,67	2,34	14,67
14,70	2,38	14,70
14,74	2,42	14,74
14,77	2,46	14,77
14,80	2,50	14,80
14,85	2,55	14,85
14,89	2,59	14,89
14,92	2,64	14,92
14,97	2,68	14,97
15,00	2,73	15,00
15,04	2,76	15,04
15,09	2,81	15,09
15,12	2,84	15,12
15,16	2,88	15,16
15,21	2,91	15,21
15,25	2,94	15,25
15,28	2,96	15,28
15,33	2,99	15,33
15,37	3,00	15,37
15,40	3,02	15,40
15,45	3,03	15,45
15,49	3,04	15,49
15,52	3,05	15,52
15,57	3,05	15,57
15,61	3,06	15,61
15,64	3,06	15,64
15,70	3,05	15,70
15,73	3,05	15,73
15,78	3,05	15,78
15,81	3,04	15,81
15,87	3,04	15,87
15,90	3,04	15,90
15,94	3,03	15,94
15,99	3,03	15,99
16,03	3,02	16,03
16,08	3,02	16,08
16,12	3,01	16,12
16,17	3,01	16,17
16,20	3,00	16,20
16,24	3,00	16,24
16,29	3,00	16,29
16,33	3,00	16,33
16,38	3,00	16,38
16,42	3,00	16,42
16,47	3,01	16,47
16,52	3,01	16,52
16,55	3,01	16,55
16,61	3,02	16,61
16,65	3,03	16,65
16,68	3,03	16,68
16,74	3,04	16,74
16,77	3,05	16,77
16,82	3,06	16,82
16,86	3,06	16,86
16,92	3,07	16,92
16,97	3,08	16,97
17,00	3,09	17,00
17,04	3,10	17,04
17,10	3,11	17,10
17,15	3,11	17,15
17,19	3,12	17,19
17,24	3,12	17,24
17,28	3,12	17,28
17,34	3,12	17,34
17,36	3,12	17,36
17,37	3,12	17,37
