Analógico 2	Analógico 1	Analógico 2
12,09	0,51	12,09
12,15	0,52	12,15
12,20	0,52	12,20
12,26	0,52	12,26
12,30	0,53	12,30
12,36	0,53	12,36
12,41	0,54	12,41
12,45	0,54	12,45
12,51	0,54	12,51
12,56	0,54	12,56
12,60	0,55	12,60
12,65	0,55	12,65
12,71	0,55	12,71
12,75	0,56	12,75
12,80	0,56	12,80
12,85	0,57	12,85
12,89	0,57	12,89
12,94	0,57	12,94
12,98	0,58	12,98
13,03	0,58	13,03
13,07	0,58	13,07
13,12	0,59	13,12
13,16	0,59	13,16
13,21	0,59	13,21
13,25	0,59	13,25
13,28	0,60	13,28
13,33	0,60	13,33
13,37	0,60	13,37
13,40	0,60	13,40
13,45	0,61	13,45
13,48	0,61	13,48
13,51	0,61	13,51
13,57	0,62	13,57
13,60	0,62	13,60
13,63	0,62	13,63
13,67	0,63	13,67
13,72	0,63	13,72
13,73	0,63	13,73
13,78	0,63	13,78
13,81	0,63	13,81
13,85	0,64	13,85
13,88	0,64	13,88
13,91	0,64	13,91
13,94	0,64	13,94
13,99	0,64	13,99
14,02	0,64	14,02
14,05	0,64	14,05
14,08	0,64	14,08
14,11	0,64	14,11
14,14	0,65	14,14
14,17	0,65	14,17
14,20	0,65	14,20
14,24	0,65	14,24
14,26	0,65	14,26
14,29	0,65	14,29
14,32	0,65	14,32
14,35	0,66	14,35
14,38	0,66	14,38
14,41	0,66	14,41
14,44	0,66	14,44
14,45	0,66	14,45
14,48	0,66	14,48
14,51	0,67	14,51
14,53	0,67	14,53
14,56	0,67	14,56
14,59	0,67	14,59
14,60	0,67	14,60
14,63	0,67	14,63
14,67	0,68	14,67
14,70	0,68	14,70
14,71	0,68	14,71
14,74	0,68	14,74
14,76	0,68	14,76
14,77	0,68	14,77
14,80	0,69	14,80
14,82	0,69	14,82
14,85	0,69	14,85
14,86	0,69	14,86
14,89	0,69	14,89
14,92	0,70	14,92
14,94	0,70	14,94
14,95	0,70	14,95
14,98	0,70	14,98
15,00	0,71	15,00
15,01	0,71	15,01
15,03	0,71	15,03
15,06	0,71	15,06
15,07	0,71	15,07
15,10	0,72	15,10
15,12	0,72	15,12
15,13	0,72	15,13
15,15	0,72	15,15
15,16	0,72	15,16
15,19	0,72	15,19
15,21	0,73	15,21
15,22	0,73	15,22
15,24	0,73	15,24
15,27	0,73	15,27
15,30	0,73	15,30
15,31	0,74	15,31
15,33	0,74	15,33
15,34	0,74	15,34
15,36	0,74	15,36
15,37	0,74	15,37
15,39	0,75	15,39
15,40	0,74	15,40
15,42	0,75	15,42
15,43	0,75	15,43
15,46	0,75	15,46
15,49	0,75	15,49
15,51	0,75	15,51
15,52	0,75	15,52
15,54	0,75	15,54
15,55	0,75	15,55
15,57	0,76	15,57
15,58	0,76	15,58
15,60	0,76	15,60
15,63	0,76	15,63
15,66	0,77	15,66
15,67	0,77	15,67
15,69	0,77	15,69
15,70	0,77	15,70
15,72	0,76	15,72
15,73	0,76	15,73
15,75	0,77	15,75
15,76	0,77	15,76
15,78	0,77	15,78
15,79	0,77	15,79
15,81	0,77	15,81
15,82	0,78	15,82
15,84	0,78	15,84
15,85	0,78	15,85
15,87	0,78	15,87
15,88	0,78	15,88
15,90	0,78	15,90
15,91	0,79	15,91
15,93	0,79	15,93
15,94	0,79	15,94
15,96	0,79	15,96
15,97	0,79	15,97
15,99	0,79	15,99
16,00	0,79	16,00
16,02	0,79	16,02
16,03	0,79	16,03
16,05	0,80	16,05
16,06	0,80	16,06
16,08	0,80	16,08
16,09	0,80	16,09
16,11	0,80	16,11
16,12	0,80	16,12
16,14	0,80	16,14
16,15	0,80	16,15
16,17	0,81	16,17
16,18	0,80	16,18
16,20	0,81	16,20
16,21	0,81	16,21
16,23	0,81	16,23
16,24	0,81	16,24
16,26	0,81	16,26
16,27	0,81	16,27
16,29	0,82	16,29
16,30	0,82	16,30
16,32	0,82	16,32
16,33	0,82	16,33
16,35	0,82	16,35
16,36	0,82	16,36
16,38	0,82	16,38
16,39	0,83	16,39
16,41	0,83	16,41
16,42	0,83	16,42
16,44	0,83	16,44
16,45	0,83	16,45
16,47	0,83	16,47
16,48	0,83	16,48
16,50	0,83	16,50
16,52	0,83	16,52
16,53	0,83	16,53
16,55	0,83	16,55
16,56	0,83	16,56
16,58	0,83	16,58
16,59	0,83	16,59
16,61	0,83	16,61
16,62	0,83	16,62
16,64	0,82	16,64
16,65	0,82	16,65
16,67	0,82	16,67
16,68	0,82	16,68
16,70	0,81	16,70
16,71	0,81	16,71
