Analógico 2	Analógico 1	Analógico 2
11,36	1,06	11,36
11,40	1,06	11,40
11,46	1,07	11,46
11,51	1,08	11,51
11,57	1,09	11,57
11,61	1,09	11,61
11,66	1,10	11,66
11,70	1,11	11,70
11,75	1,12	11,75
11,79	1,13	11,79
11,85	1,13	11,85
11,88	1,14	11,88
11,94	1,15	11,94
11,99	1,16	11,99
12,03	1,16	12,03
12,06	1,17	12,06
12,11	1,18	12,11
12,17	1,19	12,17
12,21	1,19	12,21
12,24	1,20	12,24
12,29	1,21	12,29
12,32	1,22	12,32
12,38	1,22	12,38
12,41	1,23	12,41
12,45	1,24	12,45
12,48	1,24	12,48
12,54	1,25	12,54
12,57	1,26	12,57
12,60	1,27	12,60
12,65	1,27	12,65
12,68	1,28	12,68
12,72	1,29	12,72
12,75	1,29	12,75
12,80	1,30	12,80
12,83	1,31	12,83
12,86	1,32	12,86
12,89	1,32	12,89
12,92	1,33	12,92
12,97	1,33	12,97
13,00	1,34	13,00
13,03	1,34	13,03
13,07	1,35	13,07
13,10	1,36	13,10
13,13	1,36	13,13
13,16	1,37	13,16
13,19	1,37	13,19
13,22	1,38	13,22
13,25	1,38	13,25
13,28	1,39	13,28
13,31	1,40	13,31
13,34	1,40	13,34
13,37	1,41	13,37
13,40	1,41	13,40
13,43	1,42	13,43
13,45	1,43	13,45
13,48	1,43	13,48
13,51	1,44	13,51
13,54	1,44	13,54
13,55	1,45	13,55
13,58	1,46	13,58
13,61	1,46	13,61
13,64	1,47	13,64
13,66	1,47	13,66
13,67	1,48	13,67
13,72	1,48	13,72
13,75	1,49	13,75
13,76	1,49	13,76
13,79	1,50	13,79
13,81	1,50	13,81
13,82	1,51	13,82
13,85	1,51	13,85
13,88	1,52	13,88
13,90	1,53	13,90
13,91	1,53	13,91
13,94	1,53	13,94
13,96	1,54	13,96
13,99	1,54	13,99
14,02	1,55	14,02
14,03	1,55	14,03
14,05	1,56	14,05
14,06	1,56	14,06
14,09	1,57	14,09
14,11	1,57	14,11
14,12	1,58	14,12
14,14	1,58	14,14
14,15	1,59	14,15
14,18	1,59	14,18
14,21	1,60	14,21
14,23	1,60	14,23
14,26	1,60	14,26
14,27	1,61	14,27
14,30	1,61	14,30
14,32	1,62	14,32
14,35	1,61	14,35
14,38	1,56	14,38
14,39	1,55	14,39
14,41	1,54	14,41
14,42	1,54	14,42
14,45	1,54	14,45
14,47	1,53	14,47
14,48	1,53	14,48
14,50	1,53	14,50
14,51	1,52	14,51
14,54	1,52	14,54
14,57	1,51	14,57
14,59	1,51	14,59
14,60	1,51	14,60
14,62	1,51	14,62
14,63	1,51	14,63
14,65	1,51	14,65
14,67	1,51	14,67
14,68	1,51	14,68
14,70	1,51	14,70
14,71	1,52	14,71
14,73	1,52	14,73
14,74	1,52	14,74
14,76	1,52	14,76
14,79	1,52	14,79
14,80	1,53	14,80
14,82	1,53	14,82
14,83	1,53	14,83
14,85	1,53	14,85
14,86	1,54	14,86
14,88	1,54	14,88
14,89	1,54	14,89
14,91	1,54	14,91
14,92	1,54	14,92
14,94	1,55	14,94
14,95	1,55	14,95
14,97	1,55	14,97
14,98	1,55	14,98
15,00	1,55	15,00
15,01	1,56	15,01
15,03	1,56	15,03
15,04	1,56	15,04
15,06	1,56	15,06
15,07	1,56	15,07
15,09	1,56	15,09
15,10	1,56	15,10
15,12	1,57	15,12
15,13	1,57	15,13
15,15	1,57	15,15
15,16	1,57	15,16
15,18	1,57	15,18
15,19	1,58	15,19
15,21	1,58	15,21
15,22	1,58	15,22
15,24	1,58	15,24
15,25	1,59	15,25
15,27	1,60	15,27
15,28	1,60	15,28
15,30	1,60	15,30
15,31	1,60	15,31
15,33	1,61	15,33
15,34	1,62	15,34
15,36	1,62	15,36
15,37	1,62	15,37
15,39	1,63	15,39
15,40	1,63	15,40
15,42	1,64	15,42
15,43	1,64	15,43
15,45	1,65	15,45
15,46	1,65	15,46
15,48	1,66	15,48
15,49	1,67	15,49
15,51	1,67	15,51
15,52	1,67	15,52
15,54	1,68	15,54
15,55	1,68	15,55
15,57	1,69	15,57
15,58	1,69	15,58
15,60	1,69	15,60
15,61	1,70	15,61
15,63	1,71	15,63
15,64	1,72	15,64
15,66	1,72	15,66
15,67	1,72	15,67
15,69	1,73	15,69
15,70	1,73	15,70
15,72	1,74	15,72
15,73	1,74	15,73
15,75	1,75	15,75
15,76	1,75	15,76
15,78	1,75	15,78
15,79	1,76	15,79
